c5.large/spring,5076.15
c5.large/spring,6189.79
c5.large/spring,6103.61
c5.large/spring,5471.93
c5.large/spring,6071.17
c5.large/spring,5459.86
c5.large/spring,6197.04
c5.large/spring,6052.87
c5.large/spring,6061.16
c5.large/spring,5645.88
c5.large/static,4569.13
c5.large/linkerd,4395.84
c5.large/linkerd,6265.89
c5.large/linkerd,6220.41
c5.large/linkerd,5580.33
c5.large/linkerd,4799.19
c5.large/linkerd,3866.41
c5.large/linkerd,4031.63
c5.large/linkerd,2698.96
c5.large/linkerd,2137.88
c5.large/linkerd,2003.50
c5.large/zuul,1855.70
c5.large/zuul,2820.28
c5.large/zuul,4857.39
c5.large/zuul,3722.25
c5.large/zuul,3068.54
c5.large/zuul,3463.39
c5.large/zuul,4719.93
c5.large/zuul,3212.82
c5.large/zuul,4028.57
c5.large/zuul,3277.51
c4.large/spring,3140.09
c4.large/spring,6333.28
c4.large/spring,6596.26
c4.large/spring,5949.88
c4.large/spring,5769.95
c4.large/spring,6563.42
c4.large/spring,4508.25
c4.large/spring,6656.56
c4.large/spring,6651.13
c4.large/spring,6620.21
c4.large/static,10105.62
c4.large/linkerd,3339.32
c4.large/linkerd,5501.25
c4.large/linkerd,6305.75
c4.large/linkerd,6343.68
c4.large/linkerd,6275.40
c4.large/linkerd,5696.12
c4.large/linkerd,5081.03
c4.large/linkerd,5156.04
c4.large/linkerd,6226.92
c4.large/linkerd,6399.97
c4.large/zuul,1101.17
c4.large/zuul,2133.22
c4.large/zuul,2874.69
c4.large/zuul,3026.06
c4.large/zuul,3124.82
c4.large/zuul,3231.92
c4.large/zuul,2799.74
c4.large/zuul,3847.77
c4.large/zuul,3941.19
c4.large/zuul,4726.02
local/spring,6765.27
local/spring,8898.05
local/spring,9588.27
local/spring,11097.88
local/spring,9161.71
local/spring,8040.01
local/spring,8066.28
local/spring,9441.21
local/spring,9771.39
local/static,18886.91
local/linkerd,8242.70
local/linkerd,10517.41
local/linkerd,9958.72
local/linkerd,9596.69
local/linkerd,9249.86
local/linkerd,8616.46
local/linkerd,10187.52
local/linkerd,8828.40
local/linkerd,8832.72
local/zuul,4326.09
local/zuul,6206.92
local/zuul,6560.39
local/zuul,6353.69
local/zuul,5587.75
local/zuul,5316.02
local/zuul,6041.99
local/zuul,6324.25
local/zuul,6140.60
c5.2xlarge/spring,5920.74
c5.2xlarge/spring,5740.40
c5.2xlarge/spring,5274.36
c5.2xlarge/spring,6002.43
c5.2xlarge/spring,14608.99
c5.2xlarge/spring,6143.63
c5.2xlarge/spring,6184.67
c5.2xlarge/spring,5846.35
c5.2xlarge/spring,5971.16
c5.2xlarge/spring,5857.54
c5.2xlarge/static,6094.67
c5.2xlarge/linkerd,6003.83
c5.2xlarge/linkerd,6149.41
c5.2xlarge/linkerd,6144.06
c5.2xlarge/linkerd,5974.59
c5.2xlarge/linkerd,5846.92
c5.2xlarge/linkerd,4762.41
c5.2xlarge/linkerd,6257.76
c5.2xlarge/linkerd,6135.45
c5.2xlarge/linkerd,5685.90
c5.2xlarge/linkerd,4948.49
c5.2xlarge/zuul,1912.53
c5.2xlarge/zuul,4415.06
c5.2xlarge/zuul,2494.71
c5.2xlarge/zuul,2164.96
c5.2xlarge/zuul,2183.73
c5.2xlarge/zuul,5436.41
c5.2xlarge/zuul,4721.85
c5.2xlarge/zuul,3949.28
c5.2xlarge/zuul,2380.94
c5.2xlarge/zuul,3640.05
c5.2xlarge-old/spring,14785.31
c5.2xlarge-old/spring,10523.32
c5.2xlarge-old/spring,9282.36
c5.2xlarge-old/spring,9314.14
c5.2xlarge-old/spring,5808.51
c5.2xlarge-old/spring,9196.03
c5.2xlarge-old/spring,8132.28
c5.2xlarge-old/spring,7617.30
c5.2xlarge-old/spring,9418.73
c5.2xlarge-old/spring,9265.10
c5.2xlarge-old/static,8497.32
c5.2xlarge-old/linkerd,9999.95
c5.2xlarge-old/linkerd,10662.97
c5.2xlarge-old/linkerd,9234.55
